ActualElapsedTime,Origin,Dest,Distance,Cancelled
43,CLT,ROA,155,0
NA,CAE,ATL,191,1
60,ORD,IND,177,0
45,ORF,ILM,205,0
108,JAN,CVG,555,0
71,DCA,BOS,399,0
43,BNA,ATL,214,0
62,ATL,RDU,356,0
59,FAI,ANC,261,0
368,JFK,SFO,2586,0
39,PHL,BWI,90,0
57,DFW,TUL,237,0
128,SDF,DFW,733,0
54,ABE,PIT,253,0
92,OAK,PDX,543,0
105,RDU,LGA,431,0
212,SJU,JFK,1597,0
57,MSP,OMA,282,0
70,BDL,IAD,326,0
NA,BZN,GTF,118,1
125,MCO,IAD,758,0
131,FLL,CVG,932,0
104,ATL,DTW,594,0
120,SMF,DEN,910,0
79,DFW,MSY,448,0
94,PHX,DEN,602,0
122,LGA,CLT,544,0
103,PDX,SJC,569,0
92,DFW,BNA,631,0
77,LAX,PHX,370,0
142,SFO,ELP,993,0
140,EWR,ORD,719,0
33,EVV,IND,135,0
78,MEM,SDF,320,0
344,JFK,SAN,2446,0
62,LBB,DAL,293,0
87,EWR,JAX,821,0
119,DEN,MSN,826,0
155,DTW,DFW,987,0
175,ORD,ABQ,1118,0
67,CLT,ATL,227,0
210,ORD,GEG,1498,0
55,DAL,IAH,217,0
73,PHL,RDU,336,0
NA,MCO,PVD,1073,1
73,MEM,TUL,342,0
59,LGA,BUF,292,0
255,SEA,IAH,1874,0
48,ORF,BWI,159,0
56,DAL,HOU,239,0
86,AUS,ELP,528,0
116,ORD,RDU,647,0
53,EWR,SYR,194,0
183,SAN,DFW,1171,0
173,LGA,FLL,1076,0
297,LAX,EWR,2454,0
NA,OAK,BUR,325,1
182,MIA,DTW,1145,0
90,OMA,STL,342,0
88,PHX,DEN,602,0
113,HOU,DAL,239,0
87,IND,PHL,587,0
36,RST,ALO,94,0
227,DEN,LGA,1619,0
132,PDX,SFO,550,0
207,MCI,LAX,1363,0
138,MSP,ATL,906,0
99,MCI,ATL,692,0
141,PHL,ORD,678,0
62,LIT,DAL,296,0
128,GEG,DEN,836,0
239,FLL,DFW,1119,0
39,BNA,BHM,177,0
111,MCO,MEM,683,0
91,MEM,CVG,403,0
118,MSP,ORD,334,0
212,DEN,MIA,1709,0
45,TOL,PIT,201,0
50,DAY,AZO,176,0
30,DAB,MLB,78,0
118,RIC,ORD,642,0
62,ORD,MKE,67,0
113,ORD,EWR,719,0
73,ELP,PHX,347,0
141,PHX,IAH,1009,0
53,TUL,MCI,223,0
227,ONT,STL,1547,0
53,PHX,LAS,256,0
137,STL,DEN,770,0
160,OMA,LAS,1099,0
177,PVD,ATL,903,0
NA,MIA,BOS,1258,1
51,MCO,TLH,227,0
257,ORD,PDX,1739,0
141,ORD,DFW,802,0
44,DEN,COS,72,0
110,SLC,SJC,585,0
NA,ORD,DCA,612,1
158,MCO,LGA,950,0
246,MCI,SEA,1489,0
146,OKC,SLC,866,0
48,BUR,LAS,223,0
253,LAS,JFK,2248,0
76,ORD,STL,258,0
82,IAD,CHS,441,0
54,HOU,DAL,239,0
NA,PHL,ORD,678,1
109,MSP,MEM,700,0
135,MSP,CLT,930,0
320,SFO,JFK,2586,0
146,EWR,MCO,938,0
57,BWI,LYH,188,0
77,MSP,MCI,393,0
42,LAX,SAN,109,0
78,TPA,ATL,406,0
47,PIT,MDT,185,0
NA,ORD,DEN,888,1
223,MDW,PHX,1444,0
43,BNA,TYS,152,0
29,SRQ,RSW,77,0
79,SFO,ONT,363,0
174,LAX,DFW,1235,0
154,CLT,DFW,936,0
45,SAN,LAX,109,0
47,CLT,GSO,83,0
72,ATL,CMH,446,0
43,MIA,RSW,105,0
34,GSO,FAY,97,0
27,HSV,BHM,74,0
78,STL,CLE,487,0
115,PIT,ATL,526,0
77,RDU,ATL,356,0
86,SAN,SFO,447,0
51,TPA,MIA,204,0
110,MDT,ORD,594,0
79,DCA,BOS,399,0
108,PHX,DFW,868,0
112,ATL,PHL,665,0
36,IND,SDF,111,0
168,CLT,DFW,936,0
207,BWI,SJU,1565,0
70,JAX,ATL,270,0
140,LAX,DEN,862,0
127,IAD,JAX,631,0
40,ELP,MAF,246,0
35,IAH,HOU,24,0
100,MEM,HOU,484,0
59,STL,CID,228,0
119,ATL,DFW,732,0
40,AZO,DAY,176,0
208,SAN,ORD,1723,0
310,SFO,JFK,2586,0
57,ORD,IND,177,0
71,RDU,DCA,227,0
41,DTW,AZO,113,0
59,LIT,STL,296,0
79,LAX,SMF,373,0
57,ATL,SAV,215,0
43,PHX,TUS,110,0
180,RDU,DFW,1062,0
95,STL,CLE,487,0
116,SLC,OAK,588,0
140,LAX,SEA,954,0
121,EWR,ORD,719,0
118,MCO,DCA,759,0
60,SAN,PHX,304,0
48,MIA,TPA,204,0
86,SAN,SJC,417,0
192,ORD,MIA,1197,0
60,EWR,BTV,266,0
48,LBB,DAL,293,0
83,JAN,DFW,408,0
120,MCO,MEM,683,0
88,DCA,DTW,405,0
66,DFW,SAT,247,0
88,LGA,CLE,418,0
219,SJU,JFK,1597,0
64,ORD,CMH,296,0
67,RNO,LAS,345,0
68,DCA,CLT,331,0
62,EWR,BOS,200,0
29,LYH,CHO,70,0
115,RDU,SRQ,625,0
45,SEA,PDX,129,0
130,DAY,TPA,828,0
57,LAX,FAT,209,0
256,ORD,SEA,1721,0
67,SDF,ORD,286,0
126,PHL,BNA,675,0
172,MSP,GEG,1175,0
135,ORD,EWR,719,0
128,ORD,DFW,802,0
43,TOL,PIT,201,0
34,CVG,CMH,116,0
67,TUS,PSP,344,0
80,IND,ATL,432,0
132,DFW,MSP,852,0
91,DCA,DAY,391,0
84,PSP,SFO,421,0
47,LAX,SAN,109,0
151,SEA,DEN,1024,0
49,ABQ,ELP,223,0
102,FLL,ATL,581,0
79,ATL,MCO,403,0
107,RNO,SEA,564,0
46,MCI,ICT,186,0
48,BOI,PSC,234,0
70,PHL,MHT,290,0
90,ATL,CMH,446,0
359,EWR,LAX,2454,0
99,TUL,DEN,541,0
110,DTW,LGA,501,0
48,RIC,PHL,198,0
42,SGF,ICT,224,0
180,JFK,ORD,740,0
47,ELP,MAF,246,0
112,ORD,PHL,678,0
452,DFW,HNL,3784,0
55,GJT,DEN,212,0
148,DEN,OAK,957,0
121,ORD,JAN,677,0
92,MSP,STL,449,0
150,DFW,PIT,1068,0
85,BOS,IAD,413,0
67,BOS,PHL,280,0
102,MDW,IAD,577,0
45,PHX,YUM,160,0
77,ORD,MSP,334,0
130,STL,COS,774,0
135,DEN,SAT,794,0
119,ATL,MCI,692,0
NA,MSP,GTF,887,1
58,TUL,MEM,342,0
49,BOS,LGA,185,0
64,DEN,GJT,212,0
187,DEN,PIT,1290,0
124,DEN,GEG,836,0
151,SEA,DEN,1024,0
74,HOU,DFW,247,0
82,GSO,ATL,306,0
61,RDU,CAE,188,0
219,STL,TUS,1245,0
137,DEN,TUS,639,0
67,DFW,CRP,354,0
122,CID,DEN,692,0
106,MIA,CLT,650,0
110,HOU,STL,687,0
70,CLE,LGA,418,0
147,BOS,ATL,946,0
260,MSY,LAX,1671,0
55,LGA,BOS,185,0
49,MCO,TLH,227,0
99,LGA,CLT,544,0
135,TPA,EWR,998,0
109,FLL,CLT,631,0
74,DFW,MAF,309,0
68,ICT,MEM,453,0
245,BOS,DFW,1562,0
101,DEN,BOI,649,0
83,CVG,ORF,485,0
37,SFO,MRY,77,0
73,BNA,STL,271,0
64,LGA,BWI,185,0
132,ATL,PBI,545,0
83,EWR,GSO,446,0
125,MSY,ORD,837,0
205,MSP,SMF,1518,0
129,SLC,OMA,839,0
125,SMF,DEN,910,0
53,RDU,ORF,160,0
118,IAH,ATL,689,0
59,MSP,CID,221,0
275,BOS,DEN,1754,0
68,PIT,RDU,328,0
92,GSP,LGA,610,0
68,PIT,ISP,375,0
87,ATL,MCO,403,0
138,MSP,GTF,887,0
154,CLT,DFW,936,0
165,IAH,PHL,1324,0
112,DFW,COS,592,0
63,ABQ,PHX,328,0
55,ATL,SAV,215,0
60,BUR,RNO,374,0
67,STL,DSM,260,0
77,ATL,CLE,554,0
133,ATL,LGA,761,0
108,SLC,SAN,626,0
41,FWA,DTW,128,0
290,ORD,SNA,1726,0
100,EWR,CLE,404,0
70,ELP,SAT,496,0
55,ATL,CSG,83,0
141,DEN,LAX,862,0
75,SAN,SJC,417,0
63,LGA,BUF,292,0
84,LAX,SFO,337,0
76,CRP,DFW,354,0
98,MSP,BUF,734,0
86,RDU,LGA,431,0
85,DCA,EWR,199,0
125,PSP,DEN,776,0
52,DFW,OKC,175,0
27,SAV,JAX,117,0
23,JAX,DAB,97,0
61,MCI,STL,237,0
55,LGA,DCA,214,0
35,TRI,CLT,120,0
92,RNO,PHX,601,0
82,CRW,DCA,249,0
58,PHX,LAS,256,0
153,LGA,ORD,733,0
270,BWI,PHX,1999,0
37,CLT,CAE,88,0
102,MEM,DTW,610,0
158,MIA,IAD,921,0
126,ATL,DFW,732,0
24,BHM,HSV,74,0
152,FLL,LGA,1076,0
63,LAX,SCK,315,0
128,PHL,STL,813,0
66,SLC,BIL,387,0
30,CLE,LGA,418,0
51,PIT,BWI,210,0
69,CCR,LAX,346,0
165,RSW,DFW,1017,0
24,HOU,IAH,24,0
NA,STL,ATL,483,1
167,BDL,STL,957,0
100,MDW,IAD,577,0
49,AMA,DAL,324,0
155,FLL,PHL,992,0
104,PIT,CLT,366,0
137,DFW,PBI,1103,0
53,BOS,LGA,185,0
234,SJU,EWR,1608,0
63,PHL,BOS,280,0
89,ATL,FLL,581,0
90,ICT,IAH,542,0
81,DFW,MCI,460,0
88,IAD,DTW,383,0
43,DTW,CLE,95,0
66,ROC,PHL,257,0
127,ATL,DFW,732,0
145,ORD,MCO,1005,0
129,DFW,ORD,802,0
65,CRP,IAH,201,0
48,ORD,IND,177,0
82,MCO,ATL,403,0
200,ANC,SEA,1449,0
50,MSP,CWA,175,0
91,LAX,SFO,337,0
63,DAL,MAF,319,0
135,ORD,DEN,888,0
100,EWR,DTW,487,0
51,ROA,CLT,155,0
116,LGA,DTW,501,0
208,LAX,ORD,1745,0
81,HOU,MEM,484,0
93,STL,CLE,487,0
159,DEN,PDX,992,0
56,ORF,PHL,211,0
135,MCO,PIT,834,0
61,JAX,ATL,270,0
274,BOS,DEN,1754,0
133,TPA,DTW,983,0
50,ABQ,ELP,223,0
107,DFW,ELP,551,0
102,ATL,DTW,594,0
56,DFW,IAH,224,0
62,LAX,SJC,308,0
59,STL,MSN,308,0
83,ICT,IAH,542,0
47,PHX,TUS,110,0
92,MEM,PIT,652,0
54,MSY,BHM,321,0
150,MDW,DEN,895,0
30,AUS,SAT,66,0
98,PHX,LAS,256,0
114,PHL,ATL,665,0
78,MCI,IND,451,0
149,IAD,RSW,890,0
71,PVD,BWI,328,0
53,SAT,DAL,248,0
77,BHM,CVG,396,0
179,GEG,MSP,1175,0
187,SFO,DFW,1464,0
58,CLE,IAD,288,0
80,SFO,LAX,337,0
80,MCI,ORD,403,0
90,DTW,PHL,453,0
38,CVG,IND,98,0
52,LAS,SAN,258,0
159,GEG,MSP,1175,0
82,IAD,BOS,413,0
39,ICT,SGF,224,0
109,CVG,MSP,596,0
167,DEN,CMH,1155,0
53,HOU,DAL,239,0
106,EWR,CLT,529,0
39,CLT,ROA,155,0
166,SLC,ORD,1249,0
49,GSP,ATL,153,0
27,SHV,MLU,105,0
45,GSO,CLT,83,0
160,SEA,DEN,1024,0
67,STL,DAY,338,0
49,RDU,CLT,130,0
158,LAX,SEA,954,0
70,RDU,SAV,293,0
70,PIT,EWR,319,0
95,ATL,DCA,547,0
36,SEA,PDX,129,0
93,MCI,ORD,403,0
68,CLT,CHO,245,0
254,ORD,SJU,2072,0
55,DAL,HOU,239,0
88,BOS,IAD,413,0
57,CMH,ORD,296,0
58,IAH,BTR,253,0
70,DCA,LGA,214,0
346,SFO,JFK,2586,0
75,LAX,SJC,308,0
134,EWR,ORD,719,0
77,MFE,IAH,316,0
46,MLI,STL,187,0
69,CAK,ORD,344,0
100,IND,LGA,659,0
94,PDX,SLC,630,0
58,BUF,EWR,282,0
210,JFK,SJU,1597,0
203,ANC,SEA,1449,0
73,CMH,LGA,478,0
61,EWR,ORF,284,0
62,DFW,LIT,304,0
85,LAX,SFO,337,0
121,ATL,BUF,712,0
62,ROC,PHL,257,0
45,LAX,SAN,109,0
33,JAX,DAB,97,0
65,LGB,SJC,324,0
57,SAT,DAL,248,0
37,YKM,PSC,71,0
58,ATL,BNA,214,0
103,CLT,LGA,544,0
71,BTR,DFW,383,0
65,STL,ORD,258,0
123,BWI,ATL,576,0
123,SAT,STL,786,0
84,PIT,ORD,412,0
80,LAX,SJC,308,0
36,CHA,ATL,106,0
76,PIT,BDL,406,0
104,MSP,CVG,596,0
124,DEN,ORD,888,0
49,DAL,HOU,239,0
128,LGA,ORD,733,0
113,TUL,ORD,585,0
114,MEM,PIT,652,0
105,HOU,ELP,677,0
151,TUS,STL,1245,0
165,FLL,DFW,1119,0
53,MEM,LIT,129,0
NA,STL,MCI,237,1
128,ABE,ORD,654,0
132,SAT,DEN,794,0
98,ORD,BWI,622,0
76,MCI,MDW,405,0
44,SYR,BTV,175,0
214,DFW,SFO,1464,0
85,ATL,IND,432,0
54,LAX,LAS,236,0
111,DEN,PHX,602,0
54,ELM,PIT,208,0
74,DEN,OKC,495,0
97,DAL,ABQ,580,0
95,MSP,DTW,528,0
72,ATL,RDU,356,0
121,SEA,OAK,671,0
145,STL,PBI,1023,0
70,DTW,ORD,235,0
45,LAN,DAY,200,0
57,PIT,CVG,256,0
84,STL,ATL,483,0
177,LGA,FLL,1076,0
40,BUR,BFL,94,0
32,ROC,SYR,79,0
67,LIT,ICT,354,0
31,RSW,MCO,133,0
244,SFO,CVG,2036,0
40,EWR,BDL,116,0
76,MOB,BNA,385,0
55,CVG,BNA,230,0
99,IAH,ATL,689,0
119,LGA,SDF,658,0
98,BNA,TPA,612,0
64,JAX,MIA,334,0
83,TPA,ATL,406,0
126,DFW,GSO,999,0
57,LAX,LAS,236,0
64,PHL,PIT,267,0
58,DCA,LGA,214,0
97,RIC,BOS,474,0
112,DEN,LAS,629,0
96,EWR,GSO,446,0
52,RDU,ORF,160,0
49,JAN,MEM,189,0
156,DFW,MIA,1121,0
63,BWI,ROA,221,0
86,STL,ATL,483,0
71,ORD,CMH,296,0
137,ORD,BWI,622,0
117,SAT,ATL,874,0
137,LAS,ICT,987,0
207,ORD,TUS,1437,0
64,RNO,SLC,422,0
141,IAD,RSW,890,0
41,HOU,SAT,192,0
200,ANC,SEA,1449,0
25,SFO,OAK,11,0
105,PHX,DEN,602,0
185,ATL,DEN,1199,0
64,SYR,EWR,194,0
227,MEM,PHX,1263,0
54,DFW,SHV,190,0
71,BUR,SJC,296,0
122,STL,DEN,770,0
92,BNA,MCO,616,0
142,PHL,BOS,280,0
168,MSY,LGA,1183,0
259,CVG,PDX,1975,0
165,BOS,ORD,867,0
83,BWI,DTW,408,0
30,MLU,SHV,105,0
34,LYH,CHO,70,0
75,CRP,DFW,354,0
116,PHX,DFW,868,0
58,GSO,ATL,306,0
141,FLL,JFK,1069,0
192,MSP,PHX,1276,0
48,MIA,TPA,204,0
149,PIT,MIA,1013,0
56,MSY,IAH,305,0
102,FLL,ATL,581,0
78,IAH,MOB,427,0
215,IAH,ONT,1334,0
50,TPA,MIA,204,0
50,ATL,CHS,259,0
174,PHX,STL,1262,0
71,CLE,DCA,310,0
55,EWR,ROC,246,0
126,STL,HOU,687,0
37,ORF,RDU,160,0
115,ATL,EWR,745,0
75,RDU,ATL,356,0
61,ATL,BNA,214,0
84,SFO,SNA,372,0
99,BOS,DCA,399,0
29,ALO,RST,94,0
NA,ATL,SDF,321,1
65,MAF,DFW,309,0
70,DTW,CAK,133,0
182,SFO,DFW,1464,0
112,DEN,MSP,680,0
71,DCA,CMH,322,0
37,PIT,CMH,144,0
124,SAN,DEN,853,0
149,LAS,DFW,1055,0
68,DCA,CMH,322,0
268,MEM,SFO,1807,0
69,MIA,JAX,334,0
102,PHL,IND,587,0
105,IAH,ATL,689,0
34,MCO,TPA,80,0
91,SFO,EUG,451,0
79,DCA,CLT,331,0
165,ATL,MSP,906,0
325,LAX,OGG,2486,0
72,ORD,DTW,235,0
220,CVG,PHX,1569,0
47,EVV,DAY,220,0
215,IAD,DFW,1172,0
60,DSM,MSP,232,0
298,DTW,LAX,1979,0
140,BNA,IAH,657,0
42,BTV,SYR,175,0
75,ITH,PIT,239,0
159,DTW,DEN,1123,0
118,DTW,ATL,594,0
77,CLT,DAY,370,0
102,RDU,SRQ,625,0
84,RDU,LGA,431,0
67,ORF,PIT,330,0
31,SUX,LNK,109,0
81,DTW,ALB,488,0
225,SNA,ORD,1726,0
236,STX,JFK,1668,0
76,ROA,ATL,357,0
93,BUF,ORD,473,0
66,BWI,GSO,278,0
250,EWR,DEN,1605,0
314,LAX,JFK,2475,0
47,RIC,PHL,198,0
104,BOI,SFO,522,0
52,ICT,LIT,354,0
105,DEN,MSP,680,0
146,DFW,MCO,984,0
60,DAL,LIT,296,0
85,CLE,EWR,404,0
56,ATL,JAX,270,0
340,IAD,LAX,2288,0
57,DFW,TUL,237,0
59,SFO,FAT,158,0
72,SNA,SJC,342,0
39,RSW,TPA,110,0
148,ONT,SEA,956,0
149,DSM,DEN,589,0
71,DTW,IAD,383,0
150,SRQ,EWR,1034,0
66,EWR,DCA,199,0
47,BNA,BHM,177,0
121,MIA,MSY,674,0
95,STL,CLT,575,0
73,BOS,EWR,200,0
239,SMF,ORD,1781,0
47,SAN,LAX,109,0
221,DEN,MCO,1545,0
211,DEN,BOS,1754,0
70,LGA,IAD,229,0
44,BDL,SYR,192,0
58,ATL,JAX,270,0
63,SJC,LAX,308,0
111,SAT,STL,786,0
63,AUS,LBB,341,0
65,MGM,MEM,280,0
80,CLT,MCO,468,0
85,STL,CVG,307,0
48,DFW,TUL,237,0
48,MCI,ICT,186,0
74,CVG,ORD,264,0
63,SUX,RAP,355,0
62,SAT,DFW,247,0
283,DAY,LAX,1925,0
104,SFO,RDM,462,0
78,CVG,CLT,335,0
33,CLT,CAE,88,0
NA,DEN,EWR,1605,1
73,CHA,CLT,242,0
215,DFW,SMF,1431,0
202,PHL,DFW,1302,0
65,ITH,PIT,239,0
27,LEX,SDF,63,0
116,ORD,PVD,849,0
46,DAY,SBN,166,0
80,CRP,DFW,354,0
96,LAX,ABQ,677,0
144,PBI,LGA,1035,0
66,CLT,DCA,331,0
73,MLI,MSP,274,0
102,IAH,ELP,667,0
43,ATL,SAV,215,0
99,ORD,ABE,654,0
80,ORD,DSM,299,0
55,HOU,MSY,303,0
93,ORF,CVG,485,0
128,DFW,DTW,987,0
75,PHX,LAX,370,0
113,MCI,ATL,692,0
36,CVG,SDF,83,0
73,DCA,CLE,310,0
62,BUF,DTW,240,0
48,FLL,TPA,197,0
46,LFT,IAH,201,0
128,BWI,ORD,622,0
122,IAH,STL,668,0
77,GSP,ATL,153,0
60,DTW,MKE,238,0
73,DCA,CMH,322,0
39,SAN,LAX,109,0
67,LAX,SFO,337,0
198,DFW,LGB,1220,0
151,SEA,SNA,978,0
133,BNA,BOS,943,0
112,MSP,DEN,680,0
154,FLL,BOS,1237,0
302,CVG,LAX,1900,0
108,ORD,ORF,717,0
51,PDX,SEA,129,0
87,STL,OKC,462,0
87,GRR,MSP,408,0
NA,SNA,OAK,371,1
79,PWM,PHL,365,0
55,RAP,FSD,317,0
76,MCO,ATL,403,0
53,DSM,ORD,299,0
39,BNA,BHM,177,0
47,GRR,ORD,137,0
125,ONT,DEN,819,0
70,PIT,CVG,256,0
66,LAX,SMF,373,0
60,SFO,LAX,337,0
75,JAX,RDU,408,0
55,MSP,ORD,334,0
31,TOL,DAY,119,0
53,LAX,LAS,236,0
76,PIT,RDU,328,0
317,LAX,BOS,2611,0
247,LAX,PIT,2136,0
255,EWR,DEN,1605,0
87,SMF,SAN,480,0
52,DSM,MSP,232,0
110,STL,PIT,553,0
112,CVG,LGA,585,0
81,GJT,PHX,438,0
47,RDU,CAE,188,0
54,ROC,LGA,254,0
118,EWR,CAE,602,0
75,RDU,JFK,426,0
147,BDL,STL,957,0
68,ROC,LGA,254,0
69,DFW,AMA,313,0
57,LAS,PHX,256,0
52,HOU,DAL,239,0
127,SJC,SEA,697,0
156,LGA,FLL,1076,0
158,CLE,MIA,1080,0
170,DFW,MCO,984,0
250,LGA,DFW,1389,0
61,LMT,SFO,315,0
132,DEN,LAX,862,0
107,ATL,MCI,692,0
44,DFW,AUS,190,0
60,DCA,ALB,318,0
111,ORD,LGA,733,0
66,PHX,SAN,304,0
271,ORD,SFO,1846,0
98,SEA,SMF,605,0
68,LGA,DCA,214,0
200,DFW,SAN,1171,0
126,ORD,OKC,693,0
338,EWR,LAX,2454,0
181,MCI,LAX,1363,0
115,MEM,IAD,742,0
75,LAX,SFO,337,0
95,SFO,PHX,651,0
39,SAN,LAX,109,0
92,GSO,LGA,461,0
279,LAX,IAD,2288,0
40,MCI,OMA,152,0
80,BIL,DEN,455,0
211,DEN,MCO,1545,0
59,MCI,STL,237,0
159,FLL,STL,1056,0
557,ATL,HNL,4502,0
206,PHX,PIT,1813,0
144,FLL,CVG,932,0
180,BWI,IAH,1235,0
68,ICT,DFW,328,0
48,FNT,DAY,213,0
47,MAF,ELP,246,0
91,ATL,BWI,576,0
68,EVV,ATL,350,0
97,LAS,ELP,584,0
128,DEN,ONT,819,0
166,PBI,IAH,956,0
69,LAS,SLC,368,0
35,SDF,LEX,63,0
129,EWR,BNA,748,0
122,STL,EWR,872,0
141,IAH,CVG,871,0
80,CLT,PIT,366,0
90,MCO,ATL,403,0
52,RIC,PHL,198,0
50,DAL,SAT,248,0
193,LAS,MSP,1300,0
220,SAN,MSP,1532,0
84,DFW,STL,551,0
112,SAT,STL,786,0
50,LAS,SNA,226,0
98,MEM,GRR,591,0
155,PHL,TPA,920,0
34,PHX,TUS,110,0
40,MCO,TPA,80,0
79,EWR,CLE,404,0
75,RDU,ATL,356,0
58,LAX,SAN,109,0
59,LAX,SFO,337,0
49,ONT,LAX,47,0
85,DCA,BOS,399,0
158,PHL,PBI,951,0
54,FAT,LAX,209,0
48,PIT,ABE,253,0
158,DEN,SFO,967,0
74,STL,ORD,258,0
52,LAS,SNA,226,0
177,LAS,MEM,1416,0
43,PSP,LAS,173,0
126,MDW,DEN,895,0
103,ILM,BWI,345,0
229,MIA,MSP,1501,0
71,MOB,MEM,317,0
137,SEA,LAX,954,0
147,ORD,DEN,888,0
59,CLE,DCA,310,0
123,STL,IAH,668,0
152,DCA,MSY,969,0
78,MSY,DFW,448,0
119,DFW,ORD,802,0
44,DAY,SBN,166,0
29,DAY,CMH,72,0
152,LGA,MCO,950,0
106,PHX,MAF,580,0
71,SFO,BUR,326,0
240,LGA,IAH,1416,0
60,SJC,BUR,296,0
22,LYH,CHO,70,0
32,CLT,FAY,118,0
88,LAX,PHX,370,0
60,ORF,CLT,290,0
133,DFW,HDN,769,0
110,DEN,DFW,641,0
65,TRI,PIT,301,0
96,MCI,CLE,694,0
34,DAY,TOL,119,0
51,LGA,DCA,214,0
69,ELP,PHX,347,0
73,PIT,PHL,267,0
54,ORD,IND,177,0
65,LNK,STL,370,0
113,PVD,DTW,614,0
39,DLH,MSP,144,0
107,EWR,CVG,569,0
98,DCA,ATL,547,0
71,CVG,BHM,396,0
130,BOS,DAY,709,0
146,IAD,STL,696,0
142,MSP,DFW,852,0
222,SAN,ORD,1723,0
78,CHS,IAD,441,0
70,LGA,RIC,292,0
125,BUR,DEN,850,0
70,PHL,RDU,336,0
74,SDF,RIC,463,0
65,RDU,SAV,293,0
105,EWR,CAE,602,0
74,LAX,SMF,373,0
40,PHX,FLG,119,0
105,DAY,ORD,240,0
95,LGA,CLE,418,0
140,PIT,MCO,834,0
71,BUR,SMF,358,0
85,PHX,MAF,580,0
79,LAX,PHX,370,0
50,ANC,CDV,160,0
45,ATL,BHM,134,0
49,DCA,LGA,214,0
91,BIS,DEN,517,0
77,LAS,LAX,236,0
76,SFO,LAX,337,0
95,PHL,CLT,448,0
161,DFW,PHL,1302,0
49,SAT,HOU,192,0
78,DAY,PHL,477,0
74,LGA,BOS,185,0
77,ATL,MCO,403,0
33,IAH,HOU,24,0
53,ELP,ABQ,223,0
92,MIA,ATL,595,0
61,EWR,ORF,284,0
53,TPA,FLL,197,0
NA,DFW,JFK,1391,0
47,ELM,PIT,208,0
127,IAH,ATL,689,0
190,JFK,MSY,1182,0
80,BOS,EWR,200,0
110,HPN,DTW,505,0
72,MKE,STL,317,0
48,BWI,PHL,90,0
64,IAD,BDL,326,0
96,OAK,LAX,337,0
60,TUS,ABQ,321,0
86,RDU,BUF,487,0
51,CRP,HOU,187,0
245,ORD,OAK,1835,0
289,KOA,LAX,2504,0
98,STL,DCA,719,0
68,ORD,SDF,286,0
163,MCO,ORD,1005,0
68,LAX,PHX,370,0
93,DTW,BDL,548,0
212,DFW,BOS,1562,0
101,PIT,BNA,462,0
83,CLT,CLE,430,0
103,TPA,BNA,612,0
100,RNO,SEA,564,0
161,SEA,DEN,1024,0
66,LAS,LAX,236,0
235,STX,JFK,1668,0
166,MIA,STL,1068,0
153,OAK,DEN,957,0
38,FLG,PHX,119,0
167,DTW,IAH,1076,0
62,LGA,DCA,214,0
108,DEN,LAS,629,0
98,HOU,ATL,696,0
82,IAD,BDL,326,0
67,SMF,LAX,373,0
27,SJU,STT,68,0
81,MCO,CLT,468,0
72,IAD,BDL,326,0
103,IND,EWR,644,0
46,SAT,IAH,191,0
258,ORD,SEA,1721,0
201,SAN,ORD,1723,0
